id,lower_bound,upper_bound
56824,-113.75100087590369,293.7209079329257
70050,-73.428412717561,334.04349609126837
52378,-19.588140432437967,387.8837683763914
20044,-53.8529732603877,353.61893554844164
10768,-26.054899553742672,381.41700925508667
59097,-49.861858493467935,357.61005031536143
50734,-118.77335485705835,288.69855395177103
31682,99.23739635883274,506.70930516766214
21988,25.61155104684181,433.0834598556712
47676,-118.71559536184469,288.7563134469847
66921,-23.961938597819852,383.50997021100954
53797,-95.72969976871437,311.742209040115
66663,-104.00439122685196,303.4675175819774
36459,-95.72969976871437,311.742209040115
70885,-8.421287301628979,399.0506215072004
62730,-118.77335485705835,288.69855395177103
4918,89.40427714589569,496.8761859547251
50615,-115.32622723737202,292.1456815714573
35700,146.15503987487548,553.6269486837049
27468,-49.806209071797696,357.6656997370317
64250,-25.21274384270339,382.259164966126
24369,319.4330198652624,726.9049286740917
42398,-118.77335485705835,288.69855395177103
25947,-63.923821624747546,343.54808718408185
61811,-13.218743196831582,394.2531656119978
37364,-58.6594490873546,348.81245972147474
61821,-13.913640488135542,393.55826832069386
14367,-116.33526975233264,291.13663905649673
13368,-67.53231788004328,339.93959092878606
61673,-67.97269588688093,339.49921292194847
53613,263.1304410078735,670.6023498167029
35369,-119.43336378138275,288.0385450274466
1661,247.43827227916424,654.9101810879936
62183,-43.282980083990566,364.1889287248388
15555,-95.72969976871437,311.742209040115
74043,-118.77335485705835,288.69855395177103
30460,81.13686596859137,488.60877477742076
73010,-43.282980083990566,364.1889287248388
68134,-34.72604667254865,372.7458621362807
1957,-62.950341905726276,344.5215669031031
49613,13.912030209580877,421.3839390184103
44848,-118.77335485705835,288.69855395177103
26533,50.48092506849869,457.9528338773281
48334,-68.63270481120531,338.83920399762405
52303,-73.40821579395075,334.0636930148786
16774,-101.04007042711825,306.43183838171115
71635,-97.5882390920864,309.883669716743
59953,-54.04708815871936,353.42482065011
44406,4.027127525741918,411.4990363345713
71423,-34.72604667254865,372.7458621362807
44368,-57.01665017978152,350.4552586290479
35630,-15.812164423681082,391.6597443851483
2988,-118.71559536184469,288.7563134469847
70348,178.80799104795412,586.2798998567835
71699,94.58393934788157,502.0558481567109
69310,16.96542402584953,424.4373328346789
37320,-4.83412453831815,402.63778427051125
23893,-64.52556826719464,342.94634054163475
51674,36.45769909693027,443.92960790575967
11562,-73.42195658250859,334.0499522263208
59297,-53.02965132105311,354.44225748777626
13404,-95.72969976871437,311.742209040115
52342,-118.77335485705835,288.69855395177103
10517,-36.63184174624877,370.8400670625806
40454,-34.72604667254865,372.7458621362807
38690,109.08913119314437,516.5610400019738
53831,-67.97269588688093,339.49921292194847
48493,-118.77335485705835,288.69855395177103
18377,-67.98643667543877,339.4854721333906
6540,226.62895596924525,634.1008647780747
66538,-30.734931905628883,376.73697690320046
48403,-67.51857709148544,339.95333171734393
3843,-118.71559536184469,288.7563134469847
22237,-98.60198532239254,308.86992348643685
68529,-3.51108343349145,403.9608253753379
13966,-67.97269588688093,339.49921292194847
22883,-118.77335485705835,288.69855395177103
72225,77.0950857772099,484.5669945860393
22213,-18.588645423957075,388.8832633848723
12280,-79.59229852012278,327.8796102887066
8605,-80.7075323613333,326.76437644749603
55820,-43.023836048763854,364.44807276006554
23503,-64.5751727020041,342.8967361068253
29163,182.42179004062476,589.8936988494542
46175,-108.76996433051498,298.7019444783144
4224,-30.734931905628883,376.73697690320046
44937,-35.402084065437094,372.06982474339225
223,-43.345001764590705,364.1269070442387
67514,69.95872023861588,477.4306290474452
61797,-54.04708815871936,353.42482065011
10779,-118.77335485705835,288.69855395177103
30919,-118.71559536184469,288.7563134469847
4351,-95.72969976871437,311.742209040115
12468,-115.0507412548851,292.42116755394426
21574,-116.33526975233264,291.13663905649673
18393,-57.20858781215213,350.26332099667724
56906,19.54409238218122,427.01600119101056
69738,-67.97269588688093,339.49921292194847
14431,121.41131009966128,528.8832189084907
57211,-67.91493639166731,339.55697241716206
9536,-118.77335485705835,288.69855395177103
70007,-118.77335485705835,288.69855395177103
46285,264.82664198637644,672.2985507952059
36142,-52.74961346127904,354.72229534755036
6080,-49.68617028163041,357.785738527199
15854,-118.7870956456162,288.68481316321316
71274,-73.40821579395075,334.0636930148786
54432,86.38370649122012,493.8556153000495
10446,-19.957083042342248,387.5148257664871
32461,-26.04496167466033,381.42694713416904
24321,-73.40821579395075,334.0636930148786
29306,-119.3756042861691,288.09630452266026
59717,28.36486392613756,435.8367727349669
19893,235.85934213708342,643.3312509459128
38436,-116.35546667594288,291.1164421328865
43145,-118.77335485705835,288.69855395177103
12114,-44.913164035870466,362.5587447729589
17618,104.29904877355742,511.7709575823868
51593,-73.40821579395075,334.0636930148786
15484,-118.71559536184469,288.7563134469847
59754,-116.33526975233264,291.13663905649673
16648,-68.63270481120531,338.83920399762405
61915,59.49053789155059,466.9624467003799
73765,38.56562220680266,446.037531015632
21653,-8.421287301628979,399.0506215072004
36543,-102.50693849155506,304.9649703172743
57748,-67.92867718022515,339.5432316286042
60058,-57.711942265679,349.75996654315037
27928,145.5701533173059,553.0420621261353
827,-87.49131771306146,319.9805910957679
71520,-73.40821579395075,334.0636930148786
41145,-73.40821579395075,334.0636930148786
56416,-115.32622723737202,292.1456815714573
63789,-118.77335485705835,288.69855395177103
51273,-73.428412717561,334.04349609126837
29872,65.89610518792458,473.3680139967539
9069,-116.33526975233264,291.13663905649673
53661,32.894335117991005,440.3662439268204
6173,-118.71559536184469,288.7563134469847
20205,-118.77335485705835,288.69855395177103
29556,91.33279109620204,498.8046999050314
16631,-54.407728328232395,353.064180480597
13213,31.811991545823844,439.2839003546532
54463,-102.50693849155506,304.9649703172743
18258,-73.40821579395075,334.0636930148786
8606,-49.68617028163041,357.785738527199
33390,172.57028170878127,580.0421905176106
44254,-87.49131771306146,319.9805910957679
38053,55.3781147830438,462.8500235918732
11751,-118.77335485705835,288.69855395177103
1529,-67.97269588688093,339.49921292194847
25235,-57.969305360337614,349.50260344849175
47271,-116.33526975233264,291.13663905649673
16987,-104.00439122685196,303.4675175819774
48509,-8.421287301628979,399.0506215072004
36287,-116.35546667594288,291.1164421328865
33978,-108.76996433051498,298.7019444783144
33956,-118.77335485705835,288.69855395177103
61629,-118.77335485705835,288.69855395177103
23263,86.48400417303398,493.9559129818633
72758,-113.73726008734583,293.73464872148355
4831,-116.33526975233264,291.13663905649673
55883,446.56802751292696,854.0399363217563
55358,-118.77335485705835,288.69855395177103
23687,-118.77335485705835,288.69855395177103
53503,-108.00924678232958,299.4626620264998
2348,-54.04708815871936,353.42482065011
35837,-53.76146019246585,353.7104486163635
25531,-115.78310210174854,291.68880670708086
56627,-116.33526975233264,291.13663905649673
52240,-90.35640659485155,317.11550221397783
44653,174.72323033123715,582.1951391400665
67329,-116.33526975233264,291.13663905649673
59704,-118.71559536184469,288.7563134469847
11038,-57.783442549450456,349.6884662593789
70504,-20.234408568204515,387.23750024062485
9342,-108.89260138767328,298.5793074211561
1787,112.97353041491218,520.4454392237416
72895,-92.1971853188442,315.27472348998515
14550,276.923442620557,684.3953514293863
55474,8.622414012181821,416.0943228210112
52008,-57.711942265679,349.75996654315037
57436,99.95674790334644,507.4286567121758
53951,-115.0507412548851,292.42116755394426
59625,-5.484676304402484,401.98723250442686
51552,38.56562220680266,446.037531015632
46960,-118.7935517806686,288.6783570281608
32796,-73.40821579395075,334.0636930148786
53606,-122.55889248033121,284.91301632849814
35138,38.56562220680266,446.037531015632
69475,-68.07410093374648,339.3978078750829
42710,-56.77246184683662,350.69944696199275
72944,-47.963334557922394,359.508574250907
58879,-118.77335485705835,288.69855395177103
8375,-29.36649428724371,378.10541452158566
463,-115.32622723737202,292.1456815714573
35986,-118.77335485705835,288.69855395177103
66338,-62.64410771922195,344.8278010896074
48477,87.65923221971619,495.1311410285456
46213,-118.77335485705835,288.69855395177103
72045,-118.77335485705835,288.69855395177103
3814,-94.89143426420866,312.5804745446207
58766,-0.8292689828405457,406.6426398259888
34529,-53.8529732603877,353.61893554844164
2568,-116.33526975233264,291.13663905649673
42168,-104.00439122685196,303.4675175819774
63076,-10.091502021223164,397.3804067876062
49061,85.45147263350057,492.92338144232997
56620,-23.961938597819852,383.50997021100954
68549,-118.77335485705835,288.69855395177103
41270,33.13396857736353,440.6058773861929
53487,1.783422267422651,409.255331076252
66297,-115.98623616169643,291.48567264713296
22259,-54.0608289472772,353.41107986155214
36004,-26.054899553742672,381.41700925508667
37022,-118.77335485705835,288.69855395177103
22646,-74.44331441547973,333.02859439334964
26261,-90.35640659485155,317.11550221397783
7126,-67.51857709148544,339.95333171734393
9986,-118.77335485705835,288.69855395177103
22737,-118.22118720647426,289.2507216023551
13944,-39.27812452851296,368.19378428031644
61452,-95.72969976871437,311.742209040115
54773,-35.18464698959829,372.28726181923105
39975,-67.97269588688093,339.49921292194847
28561,-26.054899553742672,381.41700925508667
32940,-68.5749453159917,338.8969634928377
2919,38.56562220680266,446.037531015632
43515,-15.598232613046946,391.8736761957824
48731,38.36825445268087,445.84016326151027
60072,-42.9429786354726,364.5289301733568
44670,-33.52957054093088,373.9423382678985
19690,-95.72969976871437,311.742209040115
68591,-63.527462324565676,343.9444464842637
19586,-121.73709793641223,285.73481087241714
22310,-36.83274841702931,370.63916039180003
58487,-115.0507412548851,292.42116755394426
7863,28.422623421351176,435.8945322301805
46313,-53.8529732603877,353.61893554844164
69865,-34.72604667254865,372.7458621362807
70543,-118.71559536184469,288.7563134469847
57735,-58.639252163744345,348.832656645085
17939,-63.27967601874147,344.1922327900879
67002,-57.769701760892616,349.7022070479368
5197,-25.270503337917006,382.2014054709124
3838,62.098066435724974,469.56997524455437
55295,-19.803279190600847,387.6686296182285
38668,-96.18830008576397,311.2836087230654
56109,-57.711942265679,349.75996654315037
28208,-36.05419739245002,371.41771141637935
3128,-4.352963281169593,403.1189455276598
47434,-41.66793651596126,365.80397229286814
72166,-53.76146019246585,353.7104486163635
55506,-43.000738130686216,364.47117067814315
67347,346.3257334925961,753.7976423014254
32584,-8.421287301628979,399.0506215072004
64521,-29.36649428724371,378.10541452158566
60899,50.53868456371234,458.01059337254173
50794,-54.04708815871936,353.42482065011
22669,-115.0507412548851,292.42116755394426
34636,-118.77335485705835,288.69855395177103
63393,-114.08033498891886,293.3915738199105
14269,-115.06448204344295,292.4074267653864
1618,419.4530165412326,826.9249253500619
34945,117.50970448110652,524.9816132899359
12544,-115.0507412548851,292.42116755394426
24491,-34.72604667254865,372.7458621362807
66598,-108.76996433051498,298.7019444783144
11415,-111.64224988419315,295.8296589246362
42372,-106.33187922578927,301.14002958304013
43692,-121.75083872497008,285.7210700838593
32018,-47.00559368616382,360.46631512266555
42996,51.523559644394226,458.99546845322357
27952,-108.76996433051498,298.7019444783144
73469,35.65275955323551,443.1246683620649
19382,-62.64410771922195,344.8278010896074
1685,-115.0507412548851,292.42116755394426
25324,97.59345806835958,505.0653668771889
29083,-57.711942265679,349.75996654315037
39540,-67.97269588688093,339.49921292194847
30656,73.08631349401051,480.5582223028399
31755,73.08631349401051,480.5582223028399
47741,-110.44563104986733,297.026277758962
32375,-69.41710102703098,338.0548077817984
61377,-25.267453700746103,382.20445510808327
69933,92.86731130916357,500.3392201179929
27901,16.3248608751216,423.79676968395097
69003,107.6777178843208,515.1496266931501
48661,-118.77335485705835,288.69855395177103
37088,-118.77335485705835,288.69855395177103
72540,-31.40718289475933,376.06472591407004
31153,-106.33187922578927,301.14002958304013
46066,-121.73709793641223,285.73481087241714
14561,-69.41710102703098,338.0548077817984
34318,81.56715683631583,489.03906564514523
2154,-73.40821579395075,334.0636930148786
17977,-108.00924678232958,299.4626620264998
13549,-90.35640659485155,317.11550221397783
37285,-53.77858699397285,353.6933218148565
1728,-34.72604667254865,372.7458621362807
24514,-112.88371615459305,294.5881926542363
38360,-56.233843427945715,351.23806538088365
39694,-67.91493639166731,339.55697241716206
21938,-30.059755109220276,377.4121536996091
64817,92.82360006708828,500.2955088759177
67335,-34.73978746110649,372.7321213477229
25970,-68.63270481120531,338.83920399762405
22640,-116.27751025711898,291.1943985517104
7296,-118.77335485705835,288.69855395177103
57338,-116.33526975233264,291.13663905649673
48171,39.18823280303371,446.6601416118631
630,-67.98643667543877,339.4854721333906
20601,-118.71559536184469,288.7563134469847
17913,-96.18830008576397,311.2836087230654
9840,0.6863468420634717,408.15825565089284
50750,-67.97269588688093,339.49921292194847
3991,-49.861858493467935,357.61005031536143
19812,-47.963334557922394,359.508574250907
47137,-119.3756042861691,288.09630452266026
46802,-52.17249304243964,355.29941576638976
52783,-118.77335485705835,288.69855395177103
57439,-8.278251370498793,399.19365743833055
34499,-118.77335485705835,288.69855395177103
45285,-17.101817671628737,390.37009113720063
43893,36.33415190929938,443.8060607181287
47000,39.48810404931601,446.9600128581454
49825,-118.77335485705835,288.69855395177103
61525,-115.32622723737202,292.1456815714573
67325,-93.29161466398865,314.18029414484073
24654,-118.71559536184469,288.7563134469847
66256,-110.44563104986733,297.026277758962
42931,-37.291850670573155,370.1800581382562
38032,13.308661923723292,420.78057073255263
59787,-67.97269588688093,339.49921292194847
63133,-118.7870956456162,288.68481316321316
35237,-34.72604667254865,372.7458621362807
27020,648.6808433108308,1056.1527521196601
6266,194.96798761843357,602.439896427263
64252,-25.270503337917006,382.2014054709124
67277,-90.35640659485155,317.11550221397783
20439,-53.8529732603877,353.61893554844164
59615,-73.40821579395075,334.0636930148786
32498,-30.734931905628883,376.73697690320046
45310,38.5454252831924,446.01733409202177
38874,-118.7870956456162,288.68481316321316
64612,-110.44563104986733,297.026277758962
6083,-116.33526975233264,291.13663905649673
32638,-113.73726008734583,293.73464872148355
62387,51.523559644394226,458.99546845322357
61815,-118.77335485705835,288.69855395177103
5236,55.49649862979666,462.96840743862606
29752,-118.7935517806686,288.6783570281608
31256,8.622414012181821,416.0943228210112
65014,-19.957083042342248,387.5148257664871
70732,-118.7935517806686,288.6783570281608
14651,-67.91493639166731,339.55697241716206
74045,-13.73984872009828,393.7320600887311
73324,-116.33526975233264,291.13663905649673
23886,-118.71559536184469,288.7563134469847
67037,208.51822839208282,615.9901372009122
31788,-104.00439122685196,303.4675175819774
29074,403.1231442897391,810.5950530985684
25893,-34.72604667254865,372.7458621362807
22761,57.926749842033956,465.39865865086335
1614,-31.193532222678527,376.27837658615084
43446,-15.598232613046946,391.8736761957824
5368,-118.77335485705835,288.69855395177103
32358,-118.77335485705835,288.69855395177103
46504,26.0656698422373,433.53757865106667
64010,-57.20858781215213,350.26332099667724
38471,-67.57598536891095,339.8959234399184
5279,13.308661923723292,420.78057073255263
12844,-67.91493639166731,339.55697241716206
47145,-64.52556826719464,342.94634054163475
61316,-56.754469016756644,350.7174397920727
30279,-73.40821579395075,334.0636930148786
24922,165.19527942746956,572.6671882362989
17208,-95.72969976871437,311.742209040115
60209,-53.76146019246585,353.7104486163635
844,-14.583789868479471,392.8881189403499
44969,9.16928767358317,416.6411964824125
19471,-46.9478341909502,360.52407461787914
16348,158.16448408561845,565.6363928944478
36779,-50.0559733917996,357.4159354170298
65042,-114.23007243955449,293.2418363692749
4362,25.56249632115444,433.03440512998384
6617,-67.97269588688093,339.49921292194847
30666,-43.000738130686216,364.47117067814315
32110,43.84513320376672,451.31704201259606
40839,-13.096962116151133,394.37494669267824
11583,-73.40821579395075,334.0636930148786
31201,-57.711942265679,349.75996654315037
31647,-118.77335485705835,288.69855395177103
46392,-121.20555590246693,286.26635290636244
36976,-62.936601117168436,344.53530769166093
53222,-39.27812452851296,368.19378428031644
48356,65.30759654737173,472.77950535620107
50239,63.14070101162045,470.61260982044985
13381,-94.89143426420866,312.5804745446207
62673,33.13396857736353,440.6058773861929
62467,-87.49131771306146,319.9805910957679
52065,-118.71559536184469,288.7563134469847
29584,-64.52556826719464,342.94634054163475
8120,-115.32622723737202,292.1456815714573
30228,-118.71559536184469,288.7563134469847
38989,-34.73978746110649,372.7321213477229
18700,-118.71559536184469,288.7563134469847
56956,-102.50693849155506,304.9649703172743
36641,-13.096962116151133,394.37494669267824
30437,-73.40821579395075,334.0636930148786
54804,-116.33526975233264,291.13663905649673
2984,-116.33526975233264,291.13663905649673
19750,-102.85492068226242,304.616988126567
42485,-30.059755109220276,377.4121536996091
51194,-53.8529732603877,353.61893554844164
21124,-116.33526975233264,291.13663905649673
9029,-98.11475252438666,309.3571562844427
23352,690.9598164932498,1098.4317253020793
43244,-93.75021498103825,313.7216938277911
3512,-119.29901283168651,288.17289597714284
71632,-118.77335485705835,288.69855395177103
10854,-118.7935517806686,288.6783570281608
64351,-95.72969976871437,311.742209040115
62331,166.0590118506715,573.5309206595009
34245,-118.7935517806686,288.6783570281608
45787,-95.72969976871437,311.742209040115
36239,107.85983291942657,515.3317417282559
66625,-118.7870956456162,288.68481316321316
5371,-43.13668406404594,364.33522474478343
48905,38.56562220680266,446.037531015632
12729,-69.41710102703098,338.0548077817984
40123,-67.92867718022515,339.5432316286042
17749,36.988851355580266,444.46076016440963
55867,-114.08033498891886,293.3915738199105
2262,28.422623421351176,435.8945322301805
42860,-115.0507412548851,292.42116755394426
16529,-118.77335485705835,288.69855395177103
70308,-118.77335485705835,288.69855395177103
18735,-102.11960807986428,305.3523007289651
72607,79.51945247471659,486.991361283546
35873,-118.77335485705835,288.69855395177103
72345,-34.72604667254865,372.7458621362807
21766,-90.35640659485155,317.11550221397783
6378,100.12217386700658,507.5940826758359
36266,295.8006760373412,703.2725848461706
1794,-73.40821579395075,334.0636930148786
8556,-57.969305360337614,349.50260344849175
6945,-121.73709793641223,285.73481087241714
22324,-116.33526975233264,291.13663905649673
70629,-116.33526975233264,291.13663905649673
25288,-118.77335485705835,288.69855395177103
38322,-50.0559733917996,357.4159354170298
18130,-29.35275349868587,378.11915531014347
26775,-49.861858493467935,357.61005031536143
29531,-95.72969976871437,311.742209040115
24000,-118.77335485705835,288.69855395177103
55919,-57.769701760892616,349.7022070479368
18500,-116.33526975233264,291.13663905649673
21053,-105.37922404523323,302.09268476359614
37524,151.3075920558679,558.7795008646973
23991,-67.91493639166731,339.55697241716206
67433,-118.71559536184469,288.7563134469847
59657,-118.77335485705835,288.69855395177103
21042,-116.92054828150795,290.55136052732144
1296,-93.29161466398865,314.18029414484073
34387,178.80799104795412,586.2798998567835
30203,43.21898174337002,450.6908905521994
19141,-8.421287301628979,399.0506215072004
26362,-39.27812452851296,368.19378428031644
36795,-115.32622723737202,292.1456815714573
8815,-73.42195658250859,334.0499522263208
30975,-29.35275349868587,378.11915531014347
32682,157.16145503597184,564.6333638448012
26346,-2.06494785765841,405.40696095117096
42216,-118.71559536184469,288.7563134469847
50981,-118.77335485705835,288.69855395177103
16558,-63.98158111996116,343.4903276888682
35823,100.44933409046561,507.92124289929495
32508,-23.961938597819852,383.50997021100954
67920,-73.40821579395075,334.0636930148786
10267,-41.61017702074764,365.8617317880817
38997,-34.72604667254865,372.7458621362807
58763,-35.18464698959829,372.28726181923105
33603,-111.64224988419315,295.8296589246362
31312,12.627269567659425,420.0991783764888
24793,-62.64410771922195,344.8278010896074
28775,-116.33526975233264,291.13663905649673
57448,42.435514725426174,449.90742353425554
44963,-57.783442549450456,349.6884662593789
12464,-118.71559536184469,288.7563134469847
72818,-81.65942422214904,325.81248458668034
64659,-118.77335485705835,288.69855395177103
51326,-118.77335485705835,288.69855395177103
9634,-116.33526975233264,291.13663905649673
33570,-23.961938597819852,383.50997021100954
35613,-118.77335485705835,288.69855395177103
1860,-66.90965311521003,340.56225569361936
34781,-105.37922404523323,302.09268476359614
34638,-102.50693849155506,304.9649703172743
6466,27.872665120842015,435.34457392967136
64786,-26.054899553742672,381.41700925508667
34820,-116.33526975233264,291.13663905649673
50192,8.15390976794609,415.6258185767755
57489,8.622414012181821,416.0943228210112
4034,-73.40821579395075,334.0636930148786
71998,-73.40821579395075,334.0636930148786
24356,-52.17249304243964,355.29941576638976
55956,-67.97269588688093,339.49921292194847
17171,-34.72604667254865,372.7458621362807
13065,-73.40821579395075,334.0636930148786
72355,57.599654089405675,465.071562898235
15242,-118.77335485705835,288.69855395177103
13828,-65.18557719151903,342.28633161731034
31876,-67.98643667543877,339.4854721333906
69092,-34.73978746110649,372.7321213477229
35184,9.16928767358317,416.6411964824125
9258,-102.50693849155506,304.9649703172743
55129,-46.9478341909502,360.52407461787914
357,326.6769697642435,734.1488785730728
21590,-57.72568305423684,349.7462257545925
47299,-69.41710102703098,338.0548077817984
41261,-116.35546667594288,291.1164421328865
21913,28.36486392613756,435.8367727349669
5687,-15.598232613046946,391.8736761957824
14357,-116.33526975233264,291.13663905649673
421,-98.60198532239254,308.86992348643685
8288,66.26263683171399,473.7345456405434
2525,-96.18830008576397,311.2836087230654
18296,-34.72604667254865,372.7458621362807
49913,-29.36649428724371,378.10541452158566
59793,-115.32622723737202,292.1456815714573
26230,-50.401964220694026,357.06994458813534
53,-118.71559536184469,288.7563134469847
9613,-81.65942422214904,325.81248458668034
28295,-73.40821579395075,334.0636930148786
27064,-118.77335485705835,288.69855395177103
8987,-118.7935517806686,288.6783570281608
40653,-9.693096987725369,397.778811821104
20875,-118.77335485705835,288.69855395177103
6866,-118.71559536184469,288.7563134469847
54654,-58.639252163744345,348.832656645085
59131,-116.33526975233264,291.13663905649673
59550,-67.97269588688093,339.49921292194847
73913,-49.68617028163041,357.785738527199
19847,-53.77858699397285,353.6933218148565
51081,-63.527462324565676,343.9444464842637
16162,-40.0364173309525,367.4354914778769
45843,-15.598232613046946,391.8736761957824
31137,-67.53231788004328,339.93959092878606
11029,-111.05962648796533,296.41228232086405
188,-15.598232613046946,391.8736761957824
49727,-116.33526975233264,291.13663905649673
38964,56.64695731752684,464.11886612635624
18470,-69.41710102703098,338.0548077817984
25497,-50.0559733917996,357.4159354170298
37530,164.03219897359415,571.5041077824235
28304,-53.8529732603877,353.61893554844164
55190,-54.0608289472772,353.41107986155214
43419,-43.000738130686216,364.47117067814315
30204,-63.59661004149282,343.8752987673365
41806,-118.71559536184469,288.7563134469847
37281,3.312043353777966,410.7839521626073
55890,-116.33526975233264,291.13663905649673
60965,-50.0559733917996,357.4159354170298
42751,-118.72933615040255,288.7425726584268
24294,-36.04835220120364,371.42355660762576
20925,-118.77335485705835,288.69855395177103
25931,-116.33526975233264,291.13663905649673
26077,-116.35546667594288,291.1164421328865
40844,-96.18830008576397,311.2836087230654
35656,127.403073114129,534.8749819229583
30094,-118.71559536184469,288.7563134469847
61214,-34.73978746110649,372.7321213477229
7590,-118.7935517806686,288.6783570281608
45815,-118.7870956456162,288.68481316321316
31147,-46.32420133009995,361.14770747872944
68437,-118.71559536184469,288.7563134469847
55094,-73.40821579395075,334.0636930148786
26058,-23.961938597819852,383.50997021100954
40368,-109.27778014742736,298.19412866140203
58416,33.78888831054681,441.2607971193762
67115,-73.40821579395075,334.0636930148786
14753,-109.27778014742736,298.19412866140203
26352,26.0656698422373,433.53757865106667
34971,-10.358626025470926,397.11328278335844
41861,-69.41710102703098,338.0548077817984
