"price","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","car_id"
NA,4,2.75,1667,6926,1,0,0,3,7,1271,553,7.79438124255182,0.893147180559945,11.4956572234037,0.514499999999998,-0.0249999999999915,1591,6440,3,10639
NA,3,2.25,1108,846,3,0,0,3,8,1040,0,7.80539236481494,0.893147180559945,11.4966639604914,0.509899999999995,-0.132999999999996,1040,902,10,4365
NA,5,1.75,2128,7428,1,0,0,3,7,1082,1044,7.79186171488993,0.893147180559945,11.4955961764484,0.575099999999999,-0.0679999999999978,2194,9545,4,18789
NA,4,2.5,2938,15030,2,0,0,3,10,3273,0,7.79839932932396,0.893147180559945,11.4960742778862,0.394299999999994,0.182000000000002,3273,16295,7,19363
NA,3,1,1008,7396,1,0,0,4,7,1191,0,7.77967882309046,0.893147180559945,11.4966639604914,0.567499999999995,-0.134,1664,7475,12,10934
NA,4,2.75,1502,7289,1.5,0,0,3,7,1520,0,7.78222919427646,0.893147180559945,11.4973243987416,0.166799999999995,-0.109999999999999,1462,7199,10,1081
NA,4,1,1118,6632,1,0,0,3,7,828,235,7.78629630715272,0.893147180559945,11.4960437676017,0.541999999999994,0.027000000000001,1196,7836,11,5471
NA,2,1,NA,2337,1,0,0,3,6,720,403,7.75538194424027,0.893147180559945,11.4965928103493,0.372699999999995,-0.171999999999997,1440,2685,5,3496
NA,3,1,925,7363,1,0,0,3,7,1060,0,7.77455848420248,0.893147180559945,11.4965826456301,0.514199999999995,-0.119,1060,6424,9,13893
NA,3,2.5,1845,5495,2,0,0,3,7,1668,0,7.79186171488993,0.893147180559945,11.4956572234037,0.523199999999996,0.0390000000000015,1502,5393,10,13501
NA,3,1,1361,6823,1,0,0,3,8,1202,0,7.78069975222456,0.893147180559945,11.4965826456301,0.5246,-0.0999999999999943,1210,7728,12,8032
NA,3,2.5,1465,1381,2,0,0,3,8,1191,198,7.80489448081162,0.893147180559945,11.4963488285654,0.437599999999996,-0.125999999999991,1367,1264,6,20527
NA,3,1.75,NA,4511,1,0,3,4,8,1027,1165,7.77353126274595,0.893147180559945,11.497334555924,0.447399999999995,-0.212000000000003,1968,6033,8,3123
NA,NA,2.5,2683,11958,2,0,0,3,9,2760,0,7.7963923040642,0.893147180559945,11.4955453011387,0.107599999999998,-0.194999999999993,2589,10161,2,246
NA,4,2.5,2516,5384,2,0,0,3,8,2937,0,7.80837447438078,0.893147180559945,11.4953417740129,0.0715999999999966,-0.0969999999999942,1898,19294,2,20051
NA,3,1.75,1696,8026,1,0,0,5,7,1500,0,7.78222919427646,0.893147180559945,11.49564704917,0.4527,0.00500000000000966,1873,9133,6,5482
NA,3,2,1889,4487,1.5,0,0,5,9,1738,520,7.76579328242851,0.893147180559945,11.4965013241561,0.483799999999995,-0.200000000000003,2069,3532,6,17722
NA,3,2,1923,4218,1.5,0,0,4,7,1677,372,7.75328660560042,0.893147180559945,11.4963589956617,0.462399999999995,-0.132999999999996,1496,4236,1,14153
NA,1,1,828,40697,1,0,0,5,5,954,0,7.77353126274595,0.893147180559945,11.4954537190582,0.495099999999994,0.335999999999999,1312,17553,5,1957
NA,2,1,749,8297,1,0,0,3,7,688,0,7.76941179245071,0.893147180559945,11.4963894963301,0.346699999999998,-0.164999999999992,1028,6881,5,17778
NA,4,2.25,1722,11540,1,0,0,5,9,1991,0,7.78171964012531,0.893147180559945,NA,0.345799999999997,-0.027000000000001,2275,8783,3,15056
NA,5,1.75,2079,11678,1,0,0,4,7,962,1026,7.78528107863913,0.893147180559945,11.495911545611,0.276799999999994,0.0450000000000017,1378,8930,6,8551
NA,4,4.5,5364,49895,2,0,0,3,12,6212,0,7.79789795052178,0.893147180559945,NA,0.528299999999994,0.153999999999996,4322,55441,6,11106
NA,3,2,1566,4830,1,0,0,3,7,794,704,7.77095858316901,0.893147180559945,11.4963589956617,0.488099999999996,-0.141999999999996,1196,5486,11,17380
NA,NA,1,896,4803,1,0,2,4,6,893,0,7.7740450053722,0.893147180559945,11.4973243987416,0.144399999999997,-0.126999999999995,1886,3735,8,706
NA,4,2.5,1904,4935,2,0,0,3,7,1745,0,7.79839932932396,0.893147180559945,11.4956979193036,0.152200000000001,0.141000000000005,1343,6302,9,17696
NA,4,2.25,2165,17081,3,1,4,3,10,2709,0,7.79337419312129,0.893147180559945,NA,0.316899999999997,-0.00900000000000034,2690,8353,7,4221
NA,4,2.5,1751,13728,2,0,0,4,8,1940,0,7.79287028784482,0.893147180559945,11.4958403419124,0.515899999999995,0.100000000000009,1986,12387,2,16102
NA,3,2.5,2352,NA,2,0,0,3,9,2510,0,7.79488438721652,0.893147180559945,11.4955453011387,0.102599999999995,-0.150999999999996,2398,7051,10,1497
NA,3,3.75,2535,146869,2,0,0,3,8,2851,0,7.78731050602262,7.80190195987517,11.4959013739644,0.265799999999999,0.085000000000008,2014,38016,4,13851
NA,4,2.5,2469,4073,2,0,0,3,9,2095,0,7.80090245954208,0.893147180559945,11.4960641078948,0.408499999999997,0.183000000000007,1840,5711,10,1241
NA,4,2.75,2588,11154,1,0,1,3,8,1414,1070,7.77507169950756,7.80140233458373,11.496511489702,0.3459,-0.0649999999999977,3157,10038,4,7824
NA,4,2.5,2026,5487,1,0,2,3,8,1359,649,7.78324752430336,0.893147180559945,11.4971110740759,0.572799999999994,-0.185999999999993,1803,9401,5,12303
NA,4,2.5,1938,8728,1,0,0,4,7,955,935,7.78171964012531,0.893147180559945,11.4955961764484,0.534099999999995,-0.0420000000000016,1572,8763,8,17861
NA,4,2.5,5384,30910,2,0,4,4,12,4236,1281,7.79839932932396,0.893147180559945,NA,0.528799999999997,-0.170000000000002,3300,26617,7,4191
NA,3,2,1134,5045,1,0,0,5,7,967,0,7.77916796739608,0.893147180559945,11.4971212334253,0.297999999999995,-0.0630000000000024,1665,6272,12,1146
NA,5,1.75,2249,5833,1.5,0,0,5,7,1142,1024,7.75590509361135,0.893147180559945,11.4964098295923,0.344499999999996,-0.120999999999995,1201,4388,6,8718
NA,6,2,2896,9533,1,0,0,4,8,1378,1432,7.78375630070711,0.893147180559945,11.4953824827521,0.421999999999997,0.0600000000000023,2265,8878,5,14407
NA,3,1.75,1917,7486,2,0,2,4,7,1683,0,7.78273848891441,0.893147180559945,11.4953926596779,0.385999999999996,0.0829999999999984,1948,8438,12,16249
NA,2,1,641,4428,1,0,0,3,6,614,0,7.7595594960077,0.893147180559945,11.4963894963301,0.322399999999995,-0.156999999999996,995,1131,2,13766
NA,3,1.5,1599,3352,1.5,0,0,3,8,1050,281,7.76475701290573,0.893147180559945,11.496511489702,0.336599999999997,-0.0679999999999978,1385,5611,5,2519
NA,3,1,968,6298,1,0,0,4,7,907,0,7.77455848420248,0.893147180559945,11.4965826456301,0.514199999999995,-0.119,907,6728,11,8246
NA,3,2.5,1267,1320,2,0,0,3,8,1060,267,7.80389796852188,0.893147180559945,11.4956063511998,0.346799999999995,0.201999999999998,1343,1314,5,16322
NA,5,1.75,2389,11852,1,1,4,4,8,1248,1122,7.77814547241947,0.893147180559945,11.4971212334253,0.302199999999999,-0.0229999999999961,2140,10806,1,11168
NA,3,2.5,1744,4478,2,0,0,3,8,2100,0,7.80389796852188,0.893147180559945,11.4954231898341,0.576099999999997,0.0310000000000059,2329,3038,4,13913
NA,4,1.75,1956,3564,1,0,0,5,8,1064,861,7.77609734062311,0.893147180559945,11.4965013241561,0.4816,-0.173999999999992,1302,4890,1,7565
NA,4,2.5,2566,13151,2,0,0,3,10,2548,0,7.7963923040642,0.893147180559945,11.4958403419124,0.489999999999995,0.103000000000009,2513,12339,12,7490
NA,3,1.75,1144,8486,1,0,0,3,8,1131,0,7.7847730776122,0.893147180559945,11.4953417740129,0.133399999999995,-0.097999999999999,1274,8234,4,17075
NA,4,2.75,2847,27316,2,0,0,3,9,2504,0,7.7999019592085,0.893147180559945,11.4954130132189,0.143099999999997,0.170000000000002,1942,22993,2,7211
NA,4,2.75,3493,4678,1.5,0,0,4,9,2471,976,7.76631101477246,0.893147180559945,11.496379329544,0.471299999999999,-0.0759999999999934,2460,6286,6,11517
NA,5,2.75,2817,39433,2,0,0,4,8,3181,0,7.79034694560257,0.893147180559945,11.4960437676017,0.573099999999997,0.061000000000007,2924,27646,3,5004
NA,3,1.75,1494,3633,1,0,0,4,7,695,663,7.76423847517049,0.893147180559945,11.4964911585068,0.369599999999998,-0.185999999999993,1250,4344,2,11773
NA,4,2.5,1394,15911,1,0,0,4,7,1485,0,7.78426481838906,0.893147180559945,11.4956165258476,0.161699999999996,0.0280000000000058,1460,9133,3,18798
NA,3,1.75,1812,6768,1,0,0,4,7,915,830,7.79337419312129,0.893147180559945,11.4956267003919,0.217099999999995,-0.00199999999999534,1309,7272,1,7583
NA,2,3.25,2108,2443,2,1,3,3,9,1375,316,7.79538727885397,0.893147180559945,NA,0.368600000000001,0.140000000000001,2140,3634,3,8164
NA,2,1.5,898,5698,1,0,0,4,7,959,0,7.76216163122565,0.893147180559945,11.4971212334253,0.297999999999995,-0.0219999999999914,1225,5337,11,10410
NA,4,1.75,2477,5467,2,0,0,4,8,1767,603,7.77147364885127,0.893147180559945,11.497334555924,0.4499,-0.191000000000003,1592,5799,7,16207
NA,3,1.75,1396,6043,1,0,0,4,7,908,471,7.79186171488993,0.893147180559945,11.4962471519174,0.1175,0.0180000000000007,892,5913,1,8124
NA,3,3,1585,1104,3,0,0,3,8,1264,0,7.80290046220476,0.893147180559945,11.4963589956617,0.497099999999996,-0.140000000000001,902,1232,7,2940
NA,5,2.75,2182,7043,1,0,0,4,8,1325,930,7.78324752430336,0.893147180559945,11.4953824827521,0.4208,0.061000000000007,1916,7103,4,5547
NA,2,2,1139,8162,1,0,0,3,6,1123,0,7.76268124672188,7.80638738977265,11.49564704917,0.494899999999994,-0.0099999999999909,1626,8989,5,17734
NA,2,1,977,4339,1.5,0,0,5,6,1190,0,7.76060116276856,0.893147180559945,11.4963894963301,0.329599999999999,-0.150999999999996,1060,3997,11,9354
NA,4,2.5,NA,8242,2,0,0,3,7,2676,0,7.80290046220476,0.893147180559945,11.4956979193036,0.167099999999998,0.171000000000006,2539,6536,3,3365
NA,3,1,1074,8269,1,0,0,3,6,861,358,7.78171964012531,0.893147180559945,11.4955453011387,0.127800000000001,-0.137,1292,6877,6,11147
NA,NA,1,739,9422,1,0,0,4,6,691,0,7.77250298502038,0.893147180559945,11.495881030361,0.3093,0.0160000000000053,1045,8177,3,201
NA,4,2.5,2624,6673,2,0,2,3,9,2705,0,7.80190195987517,0.893147180559945,11.4959725733176,0.331699999999998,0.334000000000003,2230,5544,6,5955
NA,3,2.25,1498,7889,2,0,0,3,8,1527,0,7.79337419312129,0.893147180559945,11.4960641078948,0.432399999999994,0.171999999999997,1936,7511,2,16043
NA,3,1,1079,7089,1.5,0,0,3,6,989,0,7.76786260546388,0.893147180559945,11.4970196352865,0.293499999999995,-0.105999999999995,945,7734,4,6965
NA,4,3.5,3885,19268,2,0,0,3,11,4094,291,7.8004023345004,0.893147180559945,NA,0.344499999999996,0.0630000000000024,3889,11024,7,7869
NA,4,2.25,1986,10116,1,1,4,3,7,1238,694,7.77507169950756,0.893147180559945,11.4971212334253,0.311399999999999,-0.0450000000000017,1903,8136,7,15387
NA,3,2.5,1168,2531,2,0,0,3,7,1347,0,7.80389796852188,0.893147180559945,11.496511489702,0.335999999999999,-0.0840000000000032,1347,2866,2,20314
NA,NA,1.75,1541,4553,1,0,0,4,7,935,700,7.7740450053722,0.893147180559945,11.4964809927542,0.473299999999995,-0.100999999999999,1490,3276,7,916
NA,4,2,1557,4724,1,0,0,5,6,645,778,7.77814547241947,0.893147180559945,11.4966639604914,0.546099999999996,-0.131999999999991,1157,6441,8,4140
NA,3,1.75,1524,4219,1,0,0,3,9,1451,0,7.77814547241947,7.80887062919126,11.4965521508523,0.415699999999994,-0.0900000000000034,1789,3710,5,9034
NA,5,4.25,3968,15477,2,0,2,3,11,4452,0,7.80389796852188,0.893147180559945,NA,0.432599999999994,-0.0159999999999911,3191,13794,2,19778
NA,2,3.25,2820,19296,1,0,0,3,10,1937,555,7.77712193087668,0.893147180559945,11.4953621285896,0.410999999999994,0.0430000000000064,3432,23038,9,19455
NA,3,1,1125,12529,1.5,0,0,3,6,1240,0,7.77198844937744,0.893147180559945,11.4955453011387,0.121499999999997,-0.198999999999998,1560,17108,8,14004
NA,3,2,1518,8002,1.5,0,0,4,5,1556,0,7.768895663407,0.893147180559945,11.4966639604914,0.548899999999996,-0.149999999999991,1627,7025,3,18599
NA,4,2.5,2847,6489,2,0,0,3,10,2359,0,7.7973963202128,0.893147180559945,11.4960742778862,0.378,0.144000000000005,2219,8155,4,6187
NA,4,2.5,3034,9555,2,0,0,3,10,3037,0,7.80090245954208,0.893147180559945,NA,0.459099999999999,0.0529999999999973,2659,8956,9,13003
NA,3,2.5,2315,4879,2,0,0,3,7,2454,0,7.80439634879634,0.893147180559945,11.4957386135474,0.135799999999996,0.144999999999996,2203,4602,5,21391
NA,4,3.25,2845,31480,2,0,0,4,9,2225,784,7.7973963202128,0.893147180559945,11.4955860015935,0.259,0.197000000000003,2207,32573,4,16606
NA,4,2.25,1979,9484,1,0,NA,3,7,1533,761,7.78375630070711,0.893147180559945,11.4971212334253,0.2881,-0.0369999999999919,1696,8561,6,9728
NA,4,2.5,2176,6622,2,0,2,3,8,2300,0,7.80738142563979,0.893147180559945,11.49699931442,0.251300000000001,-0.0669999999999931,1792,9249,5,15488
NA,3,2.25,1509,11290,1,0,0,5,7,972,536,7.7923661285198,0.893147180559945,11.4971212334253,0.297199999999997,-0.063999999999993,1739,8611,2,10819
NA,3,1.75,1325,4594,1.5,0,0,5,7,1473,0,7.75433482372575,0.893147180559945,11.496511489702,0.336199999999998,-0.070999999999998,1755,3935,9,13860
NA,3,2,1192,4047,1.5,0,0,3,8,1478,0,7.76631101477246,0.893147180559945,11.4965013241561,0.485399999999998,-0.173000000000002,1310,3491,5,17654
NA,2,1.75,3507,87486,1,0,3,3,10,2283,1176,7.79135704669855,0.893147180559945,11.4953723057226,0.346199999999996,0.0880000000000081,3434,40383,8,4893
NA,4,2.25,2864,30978,2,0,0,4,9,2307,0,7.79438124255182,0.893147180559945,11.4962471519174,0.110599999999998,0.0840000000000032,2205,37360,12,12144
NA,3,2.25,1486,4960,2,0,0,4,8,1860,0,7.79839932932396,0.893147180559945,11.4956063511998,0.369099999999996,0.195999999999998,1968,4144,7,17150
NA,1,0.75,647,3911,1,0,0,4,6,655,0,7.75538194424027,0.893147180559945,11.4965928103493,0.356499999999997,-0.176999999999992,1318,3866,10,12571
NA,NA,1.75,1139,5758,1,0,0,4,7,770,0,7.78882987830781,0.893147180559945,11.4955453011387,0.101099999999995,-0.168999999999997,997,8314,3,978
NA,3,1.75,1657,15720,1,0,0,3,8,1514,0,7.78171964012531,0.893147180559945,11.4953621285896,0.396599999999999,0.0250000000000057,2359,17197,8,11392
NA,2,1,811,7749,1,0,0,3,6,912,0,7.77455848420248,0.893147180559945,11.4968875422725,0.534099999999995,-0.0999999999999943,1103,6925,6,1750
NA,2,1,925,38569,1.5,0,0,3,5,905,0,7.7963923040642,0.893147180559945,11.4954537190582,0.5105,0.884,744,16753,10,13073
NA,3,1,1733,3901,1.5,0,0,5,7,1097,678,7.7522372875608,0.893147180559945,11.4967757576305,0.375,-0.0879999999999939,1369,3950,2,15201
NA,3,NA,970,6764,1,0,0,4,7,747,0,7.7847730776122,0.893147180559945,11.49564704917,0.5002,0.00900000000000034,842,8785,7,2446
NA,3,2,1696,6515,1,0,0,3,8,1834,0,7.79438124255182,0.893147180559945,11.4956979193036,0.174399999999999,0.156999999999996,1834,6340,2,1959
NA,NA,1.75,1767,21057,1,0,0,3,7,1542,473,7.77558465155779,0.893147180559945,11.4955961764484,0.555699999999995,-0.0369999999999919,1621,25065,7,854
NA,3,1,914,5610,1,0,3,3,6,881,0,7.78832367733522,0.893147180559945,11.496511489702,0.3658,-0.090999999999994,1017,4240,2,13704
NA,2,1,789,5225,1,0,0,4,6,632,0,7.76216163122565,0.893147180559945,11.4953315965692,0.105699999999999,-0.0159999999999911,889,6524,7,6490
NA,4,2.5,2100,4334,2,0,0,3,8,2539,0,7.8004023345004,0.893147180559945,11.4960641078948,0.403099999999995,0.179000000000002,2405,3585,5,13460
NA,3,2,1361,2910,1.5,0,0,4,7,1148,0,7.7522372875608,0.893147180559945,11.4965216551446,0.436699999999995,-0.164000000000001,1011,3450,1,4490
NA,6,3,2041,8062,2,0,0,3,8,2135,0,7.7923661285198,0.893147180559945,11.4953824827521,0.402499999999996,0.046999999999997,2135,7812,12,17454
NA,3,2.5,3190,21395,2,0,0,3,9,2837,0,7.79789795052178,0.893147180559945,11.4958505141798,0.472999999999999,0.170000000000002,2948,39550,3,8852
NA,4,2.5,3623,44354,2,0,0,3,10,2794,0,7.80090245954208,0.893147180559945,11.4960641078948,0.424699999999994,0.183999999999997,2558,59419,9,11297
NA,4,2,1388,8299,1.5,0,0,4,7,1815,0,7.7847730776122,0.893147180559945,11.4973243987416,0.166599999999995,-0.117999999999995,1589,6577,10,13502
