"price","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","car_id"
6141.47,3,1.75,2350,7610,1,0,2,4,8,1689,912,7.77967882309046,0.893147180559945,11.497334555924,0.444899999999997,-0.188999999999993,3020,7779,8,5380
2931.45,3,2.25,1961,7662,2,0,0,3,8,1636,0,7.79538727885397,0.893147180559945,11.4962471519174,0.0609999999999999,-0.0189999999999912,1636,8205,4,16513
11843.91,3,1.75,1341,6576,1,0,0,3,8,995,433,7.78781721999343,0.893147180559945,NA,0.427899999999994,-0.0870000000000033,3461,5997,5,16521
10164.17,3,2.75,2160,4769,2,0,0,5,9,2141,0,7.75276208421415,0.893147180559945,NA,0.425799999999995,-0.111999999999995,2407,4811,6,17178
3934.8,3,1.5,1790,5325,1,0,0,3,7,1126,611,7.78018941794454,0.893147180559945,11.4965928103493,0.332499999999996,-0.177999999999997,1326,6299,8,3867
6870.3,4,2.75,3469,6527,2,0,0,3,9,3813,0,7.80738142563979,0.893147180559945,11.4958505141798,0.493099999999998,0.177999999999997,3824,7170,12,19951
5463.64,5,1.75,1822,5920,1,0,0,3,7,828,800,7.78222919427646,0.893147180559945,11.49564704917,0.462499999999999,0.0220000000000056,1104,7837,9,5132
2627.91,3,1,1123,7034,1,0,0,3,7,1285,0,7.78120982619635,0.893147180559945,11.4954537190582,0.4499,0.284999999999997,1088,6148,5,14005
2075.91,3,2.25,1663,8063,1,0,0,3,7,1437,0,7.78120982619635,0.893147180559945,11.4967960830403,0.299999999999997,-0.146999999999991,1437,9390,7,3856
2608.81,2,1,880,50959,1,0,0,4,6,784,0,7.78528107863913,0.893147180559945,11.4955351257661,0.00929999999999609,0.238,1190,33618,8,17584
3047.9,2,1,1312,3406,2,0,0,3,7,1299,0,7.80539236481494,0.893147180559945,11.4958505141798,0.4968,0.174999999999997,1299,2876,1,20507
4445.29,2,2.5,1452,1843,2,0,0,3,8,1070,0,7.80389796852188,0.893147180559945,11.49564704917,0.487399999999994,0.0349999999999966,1070,6433,8,5661
4596.63,4,2.5,2344,30362,2,0,0,3,8,1897,0,7.80190195987517,0.893147180559945,11.4960437676017,0.543299999999995,0.106000000000009,1555,16783,12,6544
2016.72,3,1,1202,5118,1.5,0,0,3,7,1035,0,7.77865685059476,0.893147180559945,11.4968875422725,0.547399999999996,-0.126999999999995,1234,5944,6,8748
4209.35,3,NA,1434,6510,1,0,0,4,7,1101,365,7.78731050602262,0.893147180559945,11.4956572234037,0.523199999999996,0.0259999999999962,1584,6318,1,2283
3248.84,3,1,1246,7039,1.5,0,0,3,6,1182,0,7.77558465155779,0.893147180559945,11.4965826456301,0.526299999999999,-0.0889999999999986,1345,7504,8,7110
2751.94,4,2.5,2156,4627,2,0,0,3,7,2197,0,7.80787807327851,0.893147180559945,11.4957386135474,0.158999999999999,0.119,2169,3550,7,21464
14203.58,3,1.5,1867,9399,1,0,0,4,8,1645,0,7.77763383260273,0.893147180559945,NA,0.419399999999996,-0.00799999999999557,2694,12870,10,1585
4761.48,4,NA,1589,11815,1,0,0,3,8,1585,0,7.78426481838906,0.893147180559945,11.4953926596779,0.423099999999998,0.097999999999999,1737,8584,3,2213
5056.17,3,2.5,2560,9292,2,0,0,3,9,2673,0,7.80439634879634,0.893147180559945,11.495911545611,0.288799999999995,0.0600000000000023,2537,8091,7,20141
3371.04,5,3,2454,7295,1.5,0,0,4,7,1582,913,7.78222919427646,0.893147180559945,11.4959013739644,0.259999999999998,0.0259999999999962,1525,7104,4,12894
3518.35,4,2.5,1858,3065,2,0,0,3,8,1895,0,7.80539236481494,0.893147180559945,11.4963894963301,0.334999999999994,-0.147999999999996,1401,3177,6,1736
5200.17,4,3,2126,183817,2,0,0,3,8,2243,0,7.7973963202128,0.893147180559945,11.4959013739644,0.2239,0.132000000000005,1763,172168,1,9412
6057.33,5,3.5,3381,46795,2,0,0,3,9,2988,1085,7.80240133566582,0.893147180559945,11.4955860015935,0.260999999999996,0.200000000000003,3341,35320,7,1870
8052.87,4,2.25,NA,9457,1,0,2,4,8,1378,703,7.77712193087668,0.893147180559945,11.4967960830403,0.295399999999994,-0.165999999999997,1880,7471,4,3129
5022.96,4,2.5,3234,7747,2,0,0,3,10,3353,0,7.7999019592085,0.893147180559945,11.4957386135474,0.162299999999995,0.0730000000000075,3113,7902,12,17252
1465.3,2,2,1219,7066,1,0,0,3,7,1171,0,7.78222919427646,0.893147180559945,11.4973243987416,0.205099999999995,-0.0960000000000036,1171,7320,3,19132
2370.01,4,2,1425,6111,1,0,0,4,7,1587,0,7.79085212368858,0.893147180559945,11.4973243987416,0.183299999999996,-0.105999999999995,1587,6637,12,17662
2311.05,3,2.5,1428,3168,2,0,0,3,7,1599,0,7.7973963202128,0.893147180559945,11.4956267003919,0.203399999999995,0.0120000000000005,1599,2828,9,8949
5226.16,4,1.75,2185,8930,1,0,0,3,8,1395,1024,7.78171964012531,0.893147180559945,11.4965928103493,0.3523,-0.179000000000002,1899,5120,8,19311
4832.99,3,2.75,2225,4272,2,0,0,3,8,2119,0,7.80539236481494,0.893147180559945,11.4959725733176,0.321599999999997,0.322000000000003,2230,5512,6,13657
16258.21,4,3.5,3909,8513,2,0,0,3,10,3536,0,7.80489448081162,0.893147180559945,NA,0.389099999999999,0,1649,9623,10,18070
3052.39,NA,2.5,1922,5069,2,0,0,3,8,2059,0,7.80339933974067,0.893147180559945,11.4956267003919,0.192999999999998,0.0160000000000053,2125,5208,8,822
1563.11,3,1.75,NA,8881,1,0,0,3,7,952,0,7.78781721999343,0.893147180559945,11.4957691331435,0.241799999999998,0.427999999999997,1062,10839,3,3141
7330.16,3,2.75,2907,202182,2,0,0,4,9,2757,138,7.7963923040642,0.893147180559945,11.4955554764077,0.352999999999994,0.254000000000005,2923,201385,6,2514
5388.76,5,1,1174,5652,1.5,0,0,4,8,1284,0,7.76371966841437,0.893147180559945,11.4964911585068,0.380699999999997,-0.188999999999993,1284,5167,4,17238
4175.41,4,2,1497,6143,1,0,0,4,7,866,748,7.77558465155779,0.893147180559945,11.4964809927542,0.476499999999994,-0.0870000000000033,1108,4934,8,15754
6981.96,4,2.75,2779,7965,2,0,0,3,10,2890,0,7.8004023345004,0.893147180559945,11.4960641078948,0.405499999999996,0.186999999999998,2983,8678,5,1979
6109.14,2,1.75,1555,3305,1,0,0,3,7,818,628,7.77095858316901,0.893147180559945,11.4964504948763,0.439399999999999,-0.0799999999999983,1710,3747,9,5485
6391.17,4,2.5,1907,10317,1,0,0,4,7,1638,450,7.78120982619635,0.893147180559945,11.4953621285896,0.385799999999996,0.0300000000000011,1588,9681,5,1897
7117.44,4,2.5,3049,76951,1,0,0,4,9,1549,1212,7.79034694560257,0.893147180559945,11.4960437676017,0.564799999999998,0.0880000000000081,2101,62838,3,17753
2113.11,NA,1.75,1655,8778,1,0,0,3,7,1323,0,7.77814547241947,0.893147180559945,11.4971212334253,0.294499999999999,-0.019999999999996,669,74590,5,340
4443.72,2,1,711,4007,1,0,0,3,7,991,0,7.76527528189893,0.893147180559945,11.4964809927542,0.479799999999997,-0.0919999999999987,1771,2875,3,13984
4531.58,4,2.75,1865,10048,1,0,0,3,8,1357,523,7.78528107863913,0.893147180559945,11.4966639604914,0.537299999999995,-0.149999999999991,1682,7698,1,6424
2406.09,4,1.75,1264,4975,1,0,0,5,6,583,632,7.77455848420248,0.893147180559945,11.4963894963301,0.325699999999998,-0.156999999999996,777,4530,11,6761
4441.18,2,1,758,2284,1,0,0,4,7,681,0,7.76423847517049,0.893147180559945,11.4964809927542,0.487499999999997,-0.108999999999995,1162,3580,11,10213
3878.79,3,2.75,1971,14513,1,0,0,3,6,1070,985,7.7923661285198,0.893147180559945,11.4958505141798,0.460599999999999,0.141000000000005,1478,12732,5,18782
4025.45,4,2.5,2112,10558,2,0,0,3,8,2435,0,7.80439634879634,0.893147180559945,11.4973243987416,0.200199999999995,-0.11699999999999,2202,9156,3,2739
3309.62,3,1.75,2039,10484,1,0,0,3,8,1773,0,7.79488438721652,0.893147180559945,11.4956979193036,0.175599999999996,0.156000000000006,1747,11713,7,14825
10512.02,3,2.5,1969,3124,2,0,0,5,8,1304,648,7.7595594960077,0.893147180559945,NA,0.440300000000001,-0.149999999999991,1804,3163,6,10461
3262.59,3,2,1110,8889,2,0,0,3,6,1017,0,7.79940133341582,0.893147180559945,11.4958505141798,0.434999999999995,0.236000000000004,1710,14642,7,15290
4598.71,4,2.5,1447,8749,1,0,2,4,8,1108,445,7.79287028784482,0.893147180559945,11.495881030361,0.334399999999995,0.0110000000000099,1600,7913,12,9138
2438.94,3,1.75,1982,25813,1.5,0,3,5,7,1434,674,7.75433482372575,0.893147180559945,11.4953214190219,0.0740999999999943,-0.0660000000000025,1905,13855,7,13953
5731.16,3,2.5,2517,3963,2,0,1,3,8,2020,0,7.8004023345004,0.893147180559945,11.495881030361,0.317499999999995,-0.00499999999999545,1764,5228,7,6987
3043.53,3,1.75,1154,7965,1,0,0,4,7,1175,0,7.79538727885397,0.893147180559945,11.495911545611,0.282399999999996,0.0480000000000018,1286,8310,7,16028
2712.15,3,1,1093,167484,1,0,0,4,7,1140,0,7.78120982619635,0.893147180559945,11.4962471519174,0.135599999999997,0.0430000000000064,2095,83749,5,4379
6423.63,4,2.75,2446,6922,2,0,0,3,9,2894,0,7.80837447438078,0.893147180559945,11.49564704917,0.494799999999998,0.0210000000000008,2894,5853,7,19711
9117.76,4,3.5,4516,16413,2,0,2,3,11,4499,0,7.80190195987517,0.893147180559945,NA,0.386199999999995,0.230000000000004,4580,17336,10,19227
3610.18,4,2,2307,4256,1,0,0,3,7,1216,879,7.79839932932396,0.893147180559945,11.4964098295923,0.347099999999998,-0.097999999999999,1386,5053,4,9409
6954.45,3,1,1097,9925,1,0,0,4,6,1116,0,7.77558465155779,0.893147180559945,11.4953519513531,0.4388,-0.0180000000000007,1908,10087,7,6515
4768.76,3,2,1563,29223,1,0,0,3,7,1616,0,7.80489448081162,0.893147180559945,11.4957691331435,0.282599999999995,0.50200000000001,2067,38028,7,17394
6021.91,4,3.5,2817,13885,2,0,0,3,9,1866,999,7.7963923040642,0.893147180559945,11.4960641078948,0.425599999999996,0.158000000000001,2670,7392,8,4728
2962.61,4,2.75,1595,8023,1,0,0,3,8,1036,644,7.79085212368858,0.893147180559945,11.4956572234037,0.514899999999997,-0.0349999999999966,1571,7302,12,5153
2992.56,4,2,1679,5595,1.5,0,0,3,7,1744,0,7.77916796739608,0.893147180559945,11.4965826456301,0.515499999999996,-0.114999999999995,1417,6435,6,15802
4399.82,NA,2.5,1601,5003,NA,0,0,3,7,1621,0,7.80539236481494,0.893147180559945,11.4958505141798,0.496899999999997,0.174000000000007,1409,4087,7,566
2224.46,3,1.75,1412,6041,1,0,0,4,7,1039,494,7.78528107863913,0.893147180559945,11.4959013739644,0.2346,0.0289999999999964,1518,5860,6,19283
3375.91,4,2.5,2262,5802,2,0,0,3,9,2135,0,7.79488438721652,0.893147180559945,11.4955453011387,0.101699999999994,-0.149000000000001,2135,6737,6,1008
3543.98,NA,2.25,2534,7061,2,0,0,3,8,2266,0,7.79287028784482,0.893147180559945,11.4959013739644,0.240600000000001,0.0589999999999975,2137,8194,7,693
5967.86,4,2.5,2633,9504,1,0,0,3,8,1226,1301,7.78324752430336,0.893147180559945,11.4953824827521,0.4208,0.0589999999999975,2157,8921,5,12563
2393.66,3,1,1206,6011,1.5,0,0,3,5,1029,0,7.75013534248843,0.893147180559945,11.496511489702,0.313499999999998,-0.0570000000000022,1477,6073,2,3883
1792.78,2,1,679,12329,1,0,0,5,6,596,0,7.76371966841437,0.893147180559945,11.4970196352865,0.293899999999994,-0.117999999999995,1107,14067,12,17195
5620.23,5,2.5,3201,6288,2,0,0,3,9,3117,0,7.80589000105312,0.893147180559945,11.4959725733176,0.3446,0.338000000000008,3205,7926,5,20192
3821.41,NA,1,1200,4222,1,0,0,3,7,868,0,7.77147364885127,0.893147180559945,11.4964911585068,0.363599999999998,-0.194000000000003,743,5839,4,78
6226.1,4,2.75,1943,12659,1,0,0,4,8,1831,352,7.78528107863913,0.893147180559945,11.4953519513531,0.400599999999997,0.00600000000000023,2544,8744,9,17094
1918.18,3,1.75,1543,9394,1,0,0,3,7,1342,0,7.78882987830781,0.893147180559945,11.4955453011387,0.0916999999999959,-0.165999999999997,1488,10799,11,9596
13808.05,4,2.25,3283,4250,2,0,0,5,8,2074,1147,7.76268124672188,0.893147180559945,NA,0.474699999999999,-0.102999999999994,1845,4019,5,16595
1841.83,3,1,601,3438,1,0,0,2,5,846,0,7.75171221535131,0.893147180559945,11.496511489702,0.351299999999995,-0.0750000000000028,1135,4234,9,4384
1894.83,3,1,1312,5759,1,0,0,3,6,1117,112,7.77814547241947,0.893147180559945,11.4970196352865,0.284499999999994,-0.131,1510,6185,10,12420
5092.24,4,3,2350,9667,1,0,0,4,7,1102,1064,7.79034694560257,0.893147180559945,11.4956572234037,0.530699999999996,-0.0279999999999916,1309,10120,2,7606
4146.48,4,2.5,3328,4957,2,0,0,3,9,3093,0,7.80389796852188,0.893147180559945,11.4955453011387,0.0778999999999996,-0.149000000000001,3093,5594,3,21465
5728.27,3,1.75,1281,18160,1,0,0,3,8,1394,0,7.78629630715272,0.893147180559945,11.4965826456301,0.506,-0.0900000000000034,1835,6322,9,5538
4869.99,5,2.25,2569,7325,2,0,0,3,8,2745,0,7.79337419312129,0.893147180559945,11.4958403419124,0.515699999999995,0.0970000000000084,1824,7017,5,14708
4528.77,3,1.75,1981,3439,1,0,0,3,7,1160,629,7.78832367733522,0.893147180559945,11.4965013241561,0.4831,-0.180999999999997,1187,4009,5,5816
3718.94,3,2.25,1537,4947,1,0,0,3,7,1043,375,7.78984151218266,0.893147180559945,11.4963894963301,0.332299999999996,-0.150999999999996,1010,4462,5,3771
6036.43,2,1.75,1609,3927,1,0,0,5,7,834,754,7.7595594960077,0.893147180559945,11.4964504948763,0.440799999999996,-0.0999999999999943,1826,4023,6,4683
8152.61,4,2.25,2907,9300,2,0,0,4,9,2856,0,7.78781721999343,0.893147180559945,NA,0.333599999999997,-0.0229999999999961,2382,9465,11,13135
5178.21,5,2,1568,5018,1,0,0,5,7,811,784,7.77353126274595,0.893147180559945,11.4964809927542,0.487499999999997,-0.0870000000000033,1422,4850,5,17069
4073.33,NA,2.25,1079,1235,2,0,0,3,8,828,311,7.80539236481494,0.893147180559945,11.4965521508523,0.412399999999998,-0.108999999999995,1291,1795,10,812
2404.14,3,1,1771,30515,1.5,0,0,4,5,1711,0,7.77198844937744,0.893147180559945,11.4953214190219,0.0737999999999985,-0.070999999999998,1288,17897,5,6357
10107.07,4,2.75,4081,4519,2.5,0,2,3,8,2956,1122,7.77147364885127,7.80190195987517,NA,0.485199999999999,-0.200000000000003,1817,4525,9,16300
8700.85,3,1,1494,8771,1,0,0,4,7,1535,0,7.7740450053722,0.893147180559945,NA,0.390499999999996,-0.0450000000000017,2855,7749,4,9369
4496.89,4,1.75,1849,3276,1.5,0,0,5,7,1117,731,7.76527528189893,0.893147180559945,11.4964911585068,0.365399999999994,-0.183999999999997,1686,6558,11,1829
7999.59,4,2.5,2687,36192,2,0,0,3,9,2731,0,7.79438124255182,0.893147180559945,11.4958403419124,0.503599999999999,0.0730000000000075,2711,5871,6,4727
3795.13,2,2.5,1043,1199,2,0,0,3,7,928,228,7.80489448081162,0.893147180559945,11.4966944518598,0.353299999999997,-0.180999999999997,1185,1099,7,19934
2610.62,4,2.25,1746,9044,1,0,0,4,8,1061,659,7.79387784460512,0.893147180559945,11.4955453011387,0.119899999999994,-0.191999999999993,1435,7715,12,4882
1676.24,4,1.5,1007,7634,1,0,0,4,7,1100,0,7.78629630715272,0.893147180559945,11.4955453011387,0.0985999999999976,-0.176999999999992,1646,6984,6,7144
2868.55,3,2.5,2367,6575,2,0,0,5,8,1448,682,7.79135704669855,0.893147180559945,11.495870858404,0.254599999999996,-0.0109999999999957,1808,8512,9,4842
13927.48,5,3.25,2855,4998,1,0,2,3,10,1674,1242,7.80389796852188,0.893147180559945,NA,0.464299999999994,-0.00199999999999534,2361,4863,10,9045
2258.95,3,2.5,1763,9128,2,0,0,3,8,1909,0,7.79538727885397,0.893147180559945,11.495870858404,0.281799999999997,-0.0309999999999917,1919,6661,5,8511
3941.14,3,1.5,1879,5854,1,0,0,3,7,969,573,7.78222919427646,0.893147180559945,11.4965826456301,0.5045,-0.0810000000000031,1394,8339,7,15751
8080.27,5,2.25,3077,86019,2,0,0,3,9,2730,0,7.79438124255182,0.893147180559945,11.4958505141798,0.462399999999995,0.138000000000005,2087,53598,3,10758
2263.1,3,2.25,1693,6583,1,0,0,3,7,1135,579,7.7847730776122,0.893147180559945,11.4967960830403,0.286899999999996,-0.143999999999991,1416,8394,10,14928
2341.64,3,1,1112,10575,1,0,0,4,6,1396,0,7.78731050602262,0.893147180559945,11.495911545611,0.294999999999995,0.0460000000000065,1775,8541,8,14758
2954.69,4,1.75,1596,6271,1,0,0,3,7,940,651,7.78933582317062,0.893147180559945,11.4956267003919,0.200199999999995,0.0110000000000099,1586,6311,5,17269
2072.83,2,1,1370,17854,1,NA,0,3,7,1440,0,7.77712193087668,0.893147180559945,11.4970196352865,0.3095,-0.113,1878,24170,8,8662
7499.29,4,2.75,2238,NA,2,0,0,4,7,1791,234,7.77353126274595,0.893147180559945,11.4964809927542,0.4788,-0.0699999999999932,1657,6387,11,1423
3003.93,3,1,1255,4450,1.5,0,0,3,7,1138,0,7.75066124310534,0.893147180559945,11.4965013241561,0.4865,-0.197000000000003,1364,5461,6,7300
5024.27,2,1,901,4338,1,0,0,4,6,733,168,7.75433482372575,0.893147180559945,11.4965013241561,0.485299999999995,-0.165999999999997,1280,3249,1,6666
4182.56,4,2.5,2269,5327,2,0,0,3,8,2209,0,7.80389796852188,0.893147180559945,11.4966639604914,0.571999999999996,-0.149999999999991,2209,7657,3,4690
2022.39,3,1,935,5541,1,0,0,3,6,700,220,7.77507169950756,0.893147180559945,11.4970196352865,0.304199999999994,-0.128999999999991,1194,5414,9,12890
6258.2,4,2.5,2660,5982,2,0,0,3,9,3173,0,7.80539236481494,0.893147180559945,11.4959725733176,0.344099999999997,0.340000000000003,2884,5526,6,20033
3395.99,3,1.5,1189,11410,1,0,0,3,7,741,383,7.79186171488993,0.893147180559945,11.4960641078948,0.433699999999995,0.168000000000006,1185,11456,6,10895
3048.52,4,2.5,2086,6062,2,0,0,3,8,1828,0,7.7973963202128,0.893147180559945,11.4956979193036,0.152799999999999,0.143000000000001,1367,6999,4,5302
2406.97,3,1.5,1023,5736,1,0,0,4,7,927,0,7.78528107863913,0.893147180559945,11.4953315965692,0.0856999999999957,0.00300000000000011,1595,7304,7,15081
5347.45,4,2.5,2441,48223,2,0,0,3,9,2172,0,7.80190195987517,0.893147180559945,11.4955860015935,0.2913,0.119,1592,54197,7,4710
7556.91,4,2,3338,35755,2,0,0,3,9,4125,0,7.80140233458373,0.893147180559945,11.4958505141798,0.472799999999999,0.188000000000002,3507,28935,5,10133
3568,3,2,1122,1203,3,0,0,3,8,1133,0,7.80290046220476,0.893147180559945,11.4963589956617,0.492899999999999,-0.141999999999996,1053,1202,3,7526
2655.84,3,2.5,1769,8099,2,0,0,3,7,1598,0,7.79689443814454,0.893147180559945,11.4955351257661,-0.00480000000000302,0.213999999999999,1503,8964,11,17062
4649.95,3,1.75,1953,196278,1,0,2,3,7,1198,638,7.79135704669855,0.893147180559945,11.4958505141798,0.475099999999998,0.207000000000008,2635,211162,7,17070
8182.4,5,3.25,4206,8827,2,0,4,4,8,2745,1402,7.78528107863913,0.893147180559945,NA,0.526199999999996,-0.0819999999999936,2543,19752,6,9118
2344.04,4,2.25,1707,9050,1,0,0,4,7,1791,0,7.7847730776122,0.893147180559945,11.4956267003919,0.220799999999997,0,1923,8624,12,15477
3012.78,4,2.5,3003,5589,2,0,0,3,8,2951,0,7.80290046220476,0.893147180559945,11.4957386135474,0.1492,0.0480000000000018,2951,5759,8,3850
2753.21,2,1.5,948,1215,2,0,0,3,7,855,81,7.80339933974067,0.893147180559945,11.4965826456301,0.517799999999994,-0.117999999999995,1294,1857,4,10590
4498.9,3,1.75,1608,6675,1,0,0,3,7,1179,516,7.78069975222456,0.893147180559945,11.496511489702,0.341200000000001,-0.0699999999999932,1653,5333,6,14160
7264.04,3,2.5,1707,13328,1,0,2,3,9,1420,375,7.78120982619635,0.893147180559945,11.4971110740759,0.558999999999997,-0.170999999999992,2600,12530,7,11512
5585.63,4,2.25,2247,33428,1,0,0,3,8,2273,0,7.78984151218266,0.893147180559945,11.4960742778862,0.383399999999995,0.198999999999998,2148,32857,8,6197
3826.74,3,1,937,NA,1,0,0,3,6,842,0,7.75013534248843,0.893147180559945,11.4966944518598,0.347299999999997,-0.195999999999998,1106,6691,6,1468
11815.02,5,3.25,3552,12286,2,0,0,5,8,2933,0,7.78731050602262,0.893147180559945,NA,0.337299999999999,-0.0240000000000009,2190,13536,6,2897
2158.82,3,1,964,31123,1,0,0,4,6,1081,0,7.76786260546388,0.893147180559945,11.4960234268949,0.247,-0.281999999999996,975,288650,3,15558
3571.48,3,1.75,1266,10282,1,0,0,4,7,1222,0,7.78426481838906,0.893147180559945,11.49564704917,0.5002,0.00800000000000978,932,7910,3,17655
2166.59,3,2,1152,9923,1,0,0,5,7,1382,0,7.79186171488993,0.893147180559945,11.4971212334253,0.286499999999997,-0.0379999999999967,2350,8540,8,19194
11295.28,3,1.5,1398,3621,2,0,3,4,8,1570,0,7.76475701290573,0.893147180559945,NA,0.441099999999999,-0.170999999999992,2181,3827,4,4524
3784.47,2,1,778,4107,1,0,0,4,6,565,0,7.76320059235807,0.893147180559945,11.4963589956617,0.499399999999994,-0.146999999999991,872,5655,12,3940
2578.45,2,1,980,7331,1,0,0,4,6,880,0,7.78171964012531,0.893147180559945,11.4954537190582,0.448099999999997,0.284000000000006,1163,10889,8,3610
1154.99,3,1.5,860,5874,1,0,0,4,7,1020,0,7.79034694560257,0.893147180559945,11.4956368748327,0.1678,-0.0819999999999936,1020,5203,8,11158
13982.33,4,2.5,3053,7433,2,0,0,4,10,2754,398,7.76423847517049,0.893147180559945,NA,0.432499999999997,-0.0900000000000034,3290,7480,12,15668
7222.11,3,2.5,2128,4774,2,0,0,3,7,2311,0,7.80190195987517,0.893147180559945,11.4958505141798,0.4895,0.159000000000006,2329,4396,11,11944
4023.84,3,1.5,NA,2265,1.5,0,0,3,8,1366,0,7.76527528189893,0.893147180559945,11.4964809927542,0.486899999999999,-0.11699999999999,1241,3800,10,3430
3483.71,4,2.25,2916,6714,2,0,0,4,8,2808,0,7.78933582317062,0.893147180559945,11.4955453011387,0.1188,-0.179999999999993,2241,6974,9,9967
1281.1,2,1,673,5050,1,NA,0,3,6,598,0,7.77198844937744,0.893147180559945,11.4967960830403,0.305999999999997,-0.134999999999991,792,6327,7,8623
6630.93,6,1.75,2449,6570,1,0,3,3,8,1415,1224,7.77763383260273,0.893147180559945,11.4967960830403,0.306199999999997,-0.185000000000002,2221,5899,6,15052
7345.22,5,3.25,2656,59404,1,0,0,3,8,2227,378,7.79186171488993,7.80389796852188,11.4960437676017,0.523299999999999,0.0829999999999984,2307,35858,3,13917
5668.77,4,2.5,2150,5548,2,0,0,4,10,1807,0,7.79538727885397,0.893147180559945,11.4956063511998,0.360999999999997,0.180999999999997,1844,7559,7,11859
3713.69,3,1.75,1669,49336,1,0,0,4,8,1841,0,7.79387784460512,0.893147180559945,11.4957386135474,0.113299999999995,0.122,2313,44356,5,1964
12050.62,4,3.5,3003,5742,2,0,3,3,9,2695,0,7.8004023345004,0.893147180559945,NA,0.481899999999996,-0.00799999999999557,2596,6397,1,6519
3918.1,3,1.5,1074,1283,3,0,0,3,7,1287,0,7.80140233458373,0.893147180559945,11.4963589956617,0.4617,-0.149000000000001,1716,1071,6,3785
5724.12,2,1.5,1515,92549,1.5,NA,1,4,8,1596,0,7.79689443814454,0.893147180559945,11.4960234268949,0.202199999999998,-0.263999999999996,1714,22306,8,8612
